,Unnamed: 0,Facility.Name,APR.Severity.of.Illness.Code,mean_cost_dif,mean_charge_dif,Facility.Id,address,latitude,longitude
452,453,Samaritan Medical Center,1,-0.121855879022967,-0.31942659808137,367,830 Washington St,43.964928,-75.912827
453,454,Good Samaritan Hospital Medical Center,1,-0.121091560856838,0.518168740362629,925,1000 Montauk Highway,40.696751,-73.286324
454,455,Roswell Park Cancer Institute,2,-0.121037435583307,-0.181132263864114,216,Elm & Carlton Streets,42.898525,-78.865013
455,456,New York-Presbyterian Brooklyn Methodist Hospital,4,-0.118618283830627,-0.167898377775551,1306,622 West 168th Street,40.668087,-73.978905
456,457,Wyoming County Community Hospital,4,-0.116869703121663,-0.650608483033362,1153,Wyoming County Courthouse,42.753513,-78.132454
457,458,Southside Hospital,4,-0.114495788550899,0.201390557912627,924,301 East Main Street,40.725014,-73.240372
458,459,Long Island Jewish Medical Center,1,-0.11422383227122,0.500077894656265,1630,270-05 76 Avenue,,
459,460,Clifton-Fine Hospital,3,-0.113223353371728,-0.739088035880793,817,1014 Oswegatchie Trail,44.162724,-75.055809
460,461,Cohen Children's Medical Center,1,-0.110537058476976,0.196300345669134,3376,NA,NA,NA
461,462,Glens Falls Hospital,4,-0.108981325334439,-0.122676871309312,1005,100 Park Street,43.30735,-73.645996
462,463,Albany Medical Center Hospital,4,-0.108430952023789,0.0128621699569254,1,New Scotland Avenue,42.65337,-73.773834
463,464,Kingsbrook Jewish Medical Center,4,-0.106787509764294,0.251560086280482,1315,One Brookdale Plaza,40.659435,-73.934036
464,465,Wyckoff Heights Medical Center,4,-0.106751215594752,-0.208473207491803,1318,374 Stockholm St,40.704517,-73.91774
465,466,St. Joseph Hospital,4,-0.106219312730189,0.0582633854092858,551,4295 Hempstead Turnpike,40.725853,-73.478714
466,467,Southside Hospital,1,-0.105794128885599,0.227328532296579,924,301 East Main Street,40.725014,-73.240372
467,468,Staten Island University Hosp-North,1,-0.102006648420131,0.0375752874033699,1740,256 Mason Avenue,40.584141,-74.086998
468,469,St Charles Hospital,1,-0.101251544069596,0.540990557031088,896,1 Huntington Quadrangle,40.947533,-73.060081
469,470,SJRH - St Johns Division,4,-0.100714530708924,-0.241670971144875,1097,967 North Broadway,40.968262,-73.885033
470,471,Gouverneur Hospital,2,-0.0991123428571085,-0.614341087808628,812,c/o Canton-Potsdam Hospital,44.338207,-75.474411
471,472,Jamaica Hospital Medical Center,4,-0.0977720210268027,-0.212287375386325,1629,89th Ave & Van Wyck Expressway,40.701412,-73.816299
472,473,White Plains Hospital Center,2,-0.0975308184675762,-0.0904241458858336,1045,Davis Avenue At East Post Road,41.026333,-73.769585
473,474,Sunnyview Hospital and Rehabilitation Center,4,-0.0955801400769694,-0.341044383273933,831,1270 Belmont Avenue,42.82206,-73.913651
474,475,Huntington Hospital,3,-0.0954173100942542,0.11623033246493,913,270 Park Avenue,40.879513,-73.417442
475,476,Auburn Community Hospital,0,-0.0931414365501878,-0.118713534868037,85,Lansing Street,42.940811,-76.564758
476,477,Brookdale Hospital Medical Center,1,-0.0907364586014138,-0.316392643182499,1286,One Brookdale Plaza,40.655066,-73.912579
477,478,Catskill Regional Medical Center,0,-0.0900836964396692,0.201963123642908,971,Route 97,41.706588,-74.735987
478,479,White Plains Hospital Center,3,-0.088910586695684,-0.124796479626804,1045,Davis Avenue At East Post Road,41.026333,-73.769585
479,480,HealthAlliance Hospital Broadway Campus,2,-0.0881322969745839,0.151362361303747,990,105 Mary's Avenue,41.92643,-73.995453
480,481,O'Connor Hospital,2,-0.0852431113252605,-0.75898663673627,165,Andes Road,42.269238,-74.91555
481,482,Syosset Hospital,1,-0.0807762814662983,0.627129023541784,550,300 Community Drive,40.810238,-73.508614
482,483,Glen Cove Hospital,2,-0.0794807710022827,0.113491307703197,490,St Andrews Lane,40.871731,-73.62159
483,484,Brookdale Hospital Medical Center,4,-0.0779968076925028,-0.267666264154119,1286,One Brookdale Plaza,40.655066,-73.912579
484,485,Glen Cove Hospital,1,-0.0756468021318181,0.117777076186191,490,St Andrews Lane,40.871731,-73.62159
485,486,HealthAlliance Hospital Broadway Campus,1,-0.0754887334582042,0.10908177521271,990,105 Mary's Avenue,41.92643,-73.995453
486,487,Women And Children's Hospital Of Buffalo,4,-0.0730720523516823,-0.207801063699657,208,100 High Street,42.900716,-78.867203
487,488,The University of Vermont Health Network - Champlain Valley Physicians Hospital,2,-0.072677071999453,-0.116113738867865,135,100 Beekman Street,44.700279,-73.466751
488,489,Syosset Hospital,2,-0.0717914216085129,0.694071517274248,550,300 Community Drive,40.810238,-73.508614
489,490,Maimonides Medical Center,4,-0.0716310025778357,0.149175942001261,1305,4802 Tenth Ave,40.639423,-73.99839
490,491,Gouverneur Hospital,1,-0.0692596526484529,-0.611539268469192,812,c/o Canton-Potsdam Hospital,44.338207,-75.474411
491,492,The University of Vermont Health Network - Champlain Valley Physicians Hospital,3,-0.0684927664277913,-0.174974848461108,135,100 Beekman Street,44.700279,-73.466751
492,493,Mount Sinai Beth Israel,1,-0.0683504343115225,0.165537742807038,1439,10 Nathan Perlman Place,40.732666,-73.981598
493,494,St Charles Hospital,2,-0.0676145235665521,0.551622703976518,896,1 Huntington Quadrangle,40.947533,-73.060081
494,495,Huntington Hospital,2,-0.0671595354349039,0.153373078136656,913,270 Park Avenue,40.879513,-73.417442
495,496,John T Mather Memorial Hospital of Port Jefferson New York Inc,4,-0.066932500932972,0.208865162303762,895,North Country Road,40.93816,-73.053894
496,497,Southside Hospital,2,-0.0651733625339684,0.323231945158434,924,301 East Main Street,40.725014,-73.240372
497,498,Eastern Niagara Hospital - Lockport Division,4,-0.0640746016711749,-0.305167512683909,565,521 East Avenue,43.176472,-78.670998
498,499,Good Samaritan Hospital Medical Center,3,-0.0626041703430844,0.552327556411379,925,1000 Montauk Highway,40.696751,-73.286324
499,500,Phelps Memorial Hospital Assn,4,-0.0625370516121059,-0.0350303660713532,1129,701 N Broadway,41.107639,-73.859665
500,501,Long Island Jewish Medical Center,2,-0.0607629493906207,0.57510334422289,1630,270-05 76 Avenue,,
501,502,St Josephs Hospital Health Center,2,-0.060611841513646,-0.378864590587033,630,301 Prospect Avenue,43.055744,-76.149384
502,503,Delaware Valley Hospital Inc,2,-0.0591286634654063,-0.428132226878842,174,1 Titus Place,42.165611,-75.12812
503,504,University Hospital - Stony Brook Southampton Hospital,3,-0.0560472815810447,0.00073045993923,889,178-50 Linden Blvd,40.885757,-72.380692
504,505,NYU Winthrop Hospital,1,-0.0549328499948401,0.498171818894815,511,550 First Avenue,40.741699,-73.643082
505,506,Good Samaritan Hospital Medical Center,0,-0.0547433133609734,1.52441480740115,925,1000 Montauk Highway,40.696751,-73.286324
506,507,Southside Hospital,3,-0.0530338497433308,0.338193890369315,924,301 East Main Street,40.725014,-73.240372
507,508,NewYork-Presbyterian/Hudson Valley Hospital,1,-0.0489306412072355,0.0579191518247139,1039,1980 Crompond Road,41.291512,-73.893341
508,509,New York-Presbyterian Brooklyn Methodist Hospital,3,-0.0479563697624432,-0.058369924682815,1306,622 West 168th Street,40.668087,-73.978905
509,510,Ellis Hospital,4,-0.0436046575659861,-0.21939840669197,829,Route 146,42.819839,-73.918747
510,511,Huntington Hospital,1,-0.0434314248538628,0.147008516462677,913,270 Park Avenue,40.879513,-73.417442
511,512,Mary Imogene Bassett Hospital,1,-0.042294236921946,-0.344556266996511,746,Atwell Road,42.695793,-74.922684
512,513,NewYork-Presbyterian/Hudson Valley Hospital,2,-0.0421903344186723,0.0574096037099974,1039,1980 Crompond Road,41.291512,-73.893341
513,514,UPSTATE University Hospital at Community General,1,-0.0420029117657267,-0.0680921579034647,628,178-50 Linden Blvd,43.007816,-76.17025
514,515,New York-Presbyterian/Queens,4,-0.0391916904555103,-0.0231408035508753,1637,56-36 Main Street,40.747517,-73.826035
515,516,Strong Memorial Hospital,1,-0.0381727510079285,-0.396574335642945,413,601 Elmwood Avenue,43.124336,-77.623779
516,517,Strong Memorial Hospital,3,-0.0374536202680421,-0.378477028460751,413,601 Elmwood Avenue,43.124336,-77.623779
517,518,Wyckoff Heights Medical Center,2,-0.0361236731918157,-0.259444830126472,1318,374 Stockholm St,40.704517,-73.91774
518,519,North Shore University Hospital,1,-0.0356708417039541,0.68295855613964,541,300 Community Drive,40.77924,-73.702888
519,520,John T Mather Memorial Hospital of Port Jefferson New York Inc,1,-0.035154652628886,0.36337944396113,895,North Country Road,40.93816,-73.053894
520,521,John T Mather Memorial Hospital of Port Jefferson New York Inc,2,-0.0347714167668282,0.369594582710006,895,North Country Road,40.93816,-73.053894
521,522,Strong Memorial Hospital,2,-0.0346021488015343,-0.386465985435477,413,601 Elmwood Avenue,43.124336,-77.623779
522,523,UPSTATE University Hospital at Community General,4,-0.0343159097796755,-0.106858914866316,628,178-50 Linden Blvd,43.007816,-76.17025
523,524,NewYork-Presbyterian/Hudson Valley Hospital,3,-0.0253336427697467,0.0751517525570521,1039,1980 Crompond Road,41.291512,-73.893341
524,525,Long Island Jewish Medical Center,3,-0.0247403162703082,0.579206668064933,1630,270-05 76 Avenue,,
525,526,Mount Sinai Beth Israel,2,-0.0239620484708849,0.23333921579729,1439,10 Nathan Perlman Place,40.732666,-73.981598
526,527,Ellis Hospital - Bellevue Woman's Care Center Division,4,-0.0219009287072939,-0.138545043856083,848,Route 146,42.793575,-73.879089
527,528,Lincoln Medical & Mental Health Center,4,-0.0203762189797103,-0.329930528313675,1172,125 Worth Street,40.817661,-73.92421
528,529,St. Joseph Hospital,3,-0.0182440582080409,0.303172491196946,551,4295 Hempstead Turnpike,40.725853,-73.478714
529,530,Strong Memorial Hospital,4,-0.0168555266954542,-0.357274669585613,413,601 Elmwood Avenue,43.124336,-77.623779
530,531,Lenox Hill Hospital,1,-0.0155942958010586,0.539657927980822,1450,100 East 77 Street,40.773907,-73.960632
531,532,John T Mather Memorial Hospital of Port Jefferson New York Inc,3,-0.014934699435069,0.352606621258936,895,North Country Road,40.93816,-73.053894
532,533,Moses-Ludington Hospital,1,-0.0094962845249933,-0.754849600087795,309,Park Street,43.849476,-73.435593
533,534,SJRH - St Johns Division,3,-0.0063143020166637,-0.153906147639529,1097,967 North Broadway,40.968262,-73.885033
534,535,Brookdale Hospital Medical Center,2,-0.0055558248982466,-0.214802114806935,1286,One Brookdale Plaza,40.655066,-73.912579
535,536,New York-Presbyterian Brooklyn Methodist Hospital,1,-0.0034106921492589,-0.0840873125151203,1306,622 West 168th Street,40.668087,-73.978905
536,537,University Hospital - Stony Brook Southampton Hospital,4,-0.00286971156494,-0.003346556488403,889,178-50 Linden Blvd,40.885757,-72.380692
537,538,SJRH - St Johns Division,1,-0.0018234156925594,-0.0947356448283851,1097,967 North Broadway,40.968262,-73.885033
538,539,"River Hospital, Inc.",1,-0.0012253200218623,-0.846989038393691,377,4 Fuller Street,44.337296,-75.919991
539,540,SJRH - St Johns Division,2,-0.0010978075176078,-0.1053560009246,1097,967 North Broadway,40.968262,-73.885033
540,541,New York-Presbyterian/Queens,3,0.000749147311621,0.0976080068824877,1637,56-36 Main Street,40.747517,-73.826035
541,542,Oswego Hospital,4,0.0011855531930639,-0.547982059988099,727,110 West Sixth Street,43.454781,-76.516434
542,543,Plainview Hospital,2,0.0013449530753423,0.0726082604131939,552,888 Old County Road,40.774471,-73.478264
543,544,Long Island Jewish Medical Center,4,0.0033502235625254,0.554266769813803,1630,270-05 76 Avenue,,
544,545,St. Joseph Hospital,2,0.0052693390989452,0.366298212198724,551,4295 Hempstead Turnpike,40.725853,-73.478714
545,546,Kingsbrook Jewish Medical Center,3,0.005308598911804,0.349852006819147,1315,One Brookdale Plaza,40.659435,-73.934036
546,547,North Shore University Hospital,3,0.0053730587779659,0.775387544284753,541,300 Community Drive,40.77924,-73.702888
547,548,New York-Presbyterian Brooklyn Methodist Hospital,2,0.0062143846482179,-0.0199045190197071,1306,622 West 168th Street,40.668087,-73.978905
548,549,Brookdale Hospital Medical Center,3,0.0064577268904681,-0.196510492908182,1286,One Brookdale Plaza,40.655066,-73.912579
549,550,St Johns Episcopal Hospital So Shore,3,0.0077266263193454,0.0810388056877771,1635,393 Front St,40.598637,-73.752769
550,551,St. Joseph Hospital,1,0.0078857178993205,0.339523751648708,551,4295 Hempstead Turnpike,40.725853,-73.478714
551,552,Flushing Hospital Medical Center,2,0.0091030903961646,-0.244363252417411,1628,45th Avenue And Parsons Boulevard,40.755531,-73.815475
552,553,Wyckoff Heights Medical Center,3,0.0092281225499235,-0.200401596795908,1318,374 Stockholm St,40.704517,-73.91774
553,554,St Josephs Hospital Health Center,1,0.011743611547456,-0.363289715776621,630,301 Prospect Avenue,43.055744,-76.149384
554,555,St Charles Hospital,3,0.0131902616898765,0.622406170736892,896,1 Huntington Quadrangle,40.947533,-73.060081
555,556,Lenox Hill Hospital,2,0.013800102393534,0.643954374075603,1450,100 East 77 Street,40.773907,-73.960632
556,557,St Johns Episcopal Hospital So Shore,1,0.0142129015067893,0.018647447419031,1635,393 Front St,40.598637,-73.752769
557,558,The University of Vermont Health Network - Elizabethtown Community Hospital,2,0.0157668799371338,-0.571627048971338,303,Park Street,44.215466,-73.596558
558,559,New York-Presbyterian/Queens,2,0.0201006275171564,0.121535541339784,1637,56-36 Main Street,40.747517,-73.826035
559,560,New York-Presbyterian/Queens,1,0.0216222399399804,0.0648391350327149,1637,56-36 Main Street,40.747517,-73.826035
560,561,NYU Winthrop Hospital,2,0.0216991161525553,0.609419773400937,511,550 First Avenue,40.741699,-73.643082
561,562,Kingsbrook Jewish Medical Center,2,0.0228113056589863,0.403387662214577,1315,One Brookdale Plaza,40.659435,-73.934036
562,563,Carthage Area Hospital Inc,2,0.0240381315490196,-0.308577707605094,379,West Street Rd,43.986073,-75.595421
563,564,Kingsbrook Jewish Medical Center,1,0.0241365682900017,0.424091163758655,1315,One Brookdale Plaza,40.659435,-73.934036
564,565,Plainview Hospital,3,0.0267641843683388,0.0425661971484167,552,888 Old County Road,40.774471,-73.478264
565,566,Maimonides Medical Center,3,0.0271879301819371,0.186339697240186,1305,4802 Tenth Ave,40.639423,-73.99839
566,567,Catskill Regional Medical Center - G. Hermann Site,3,0.0277479523183853,-0.557395347337229,968,Route 97,41.74115,-75.046593
567,568,University Hospital - Stony Brook Southampton Hospital,2,0.029197884652776,0.0806954998153453,889,178-50 Linden Blvd,40.885757,-72.380692
568,569,UPSTATE University Hospital at Community General,2,0.0294174626683111,-0.0239278581567919,628,178-50 Linden Blvd,43.007816,-76.17025
569,570,Mount Sinai Beth Israel,3,0.0296665515276168,0.255423370653997,1439,10 Nathan Perlman Place,40.732666,-73.981598
570,571,Mount Sinai West,4,0.0305573022640033,0.0862683311437598,1466,Amsterdam Avenue At 114th Street,40.770092,-73.987785
571,572,University Hospital SUNY Health Science Center,1,0.0309179302310334,0.012569771155838,635,178-50 Linden Blvd,43.042622,-76.138809
572,573,Plainview Hospital,4,0.032770331997295,-0.054256853477978,552,888 Old County Road,40.774471,-73.478264
573,574,Nassau University Medical Center,0,0.0350440842457968,-0.150484441977445,528,240 Old Country Road,40.725353,-73.554321
574,575,North Shore University Hospital,4,0.0352315191237691,0.748974042743005,541,300 Community Drive,40.77924,-73.702888
575,576,Queens Hospital Center,0,0.0358269109859974,-0.282483116935907,1633,125 Worth Street,40.71722,-73.803581
576,577,North Shore University Hospital,2,0.0383749835934128,0.842636205874952,541,300 Community Drive,40.77924,-73.702888
577,578,Cohen Children's Medical Center,2,0.0396859031813661,0.363748786983571,3376,NA,NA,NA
578,579,O'Connor Hospital,1,0.0411317064298648,-0.741418622995185,165,Andes Road,42.269238,-74.91555
579,580,The University of Vermont Health Network - Champlain Valley Physicians Hospital,4,0.0411662631154435,-0.123463285682255,135,100 Beekman Street,44.700279,-73.466751
580,581,Interfaith Medical Center,1,0.0441896501481321,-0.18239237897747,1309,One Brookdale Plaza,40.67794,-73.937515
581,582,Plainview Hospital,1,0.0457949611381098,0.115339675287821,552,888 Old County Road,40.774471,-73.478264
582,583,Good Samaritan Hospital Medical Center,4,0.0463133593107719,0.439784385524192,925,1000 Montauk Highway,40.696751,-73.286324
583,584,Northern Westchester Hospital,4,0.0469440918865678,-0.272882072865593,1117,400 East Main St,41.196774,-73.72451
584,585,Sunnyview Hospital and Rehabilitation Center,1,0.0472195758383883,-0.2566890731349,831,1270 Belmont Avenue,42.82206,-73.913651
585,586,Adirondack Medical Center-Saranac Lake Site,4,0.0473768387654007,-0.499463473782892,324,Lake Colby Drive,44.343929,-74.144363
586,587,St Francis Hospital,4,0.0479043576898856,0.58751233432477,563,1 Huntington Quadrangle Suite 4 Co4,40.800301,-73.669098
587,588,"River Hospital, Inc.",3,0.0486219920609303,-0.784927685338903,377,4 Fuller Street,44.337296,-75.919991
588,589,Mount Sinai Beth Israel,4,0.0512375467125961,0.191974134661548,1439,10 Nathan Perlman Place,40.732666,-73.981598
589,590,Good Samaritan Hospital of Suffern,3,0.0549306252668906,0.542482176880597,779,Route 59,41.112255,-74.133003
590,591,Maimonides Medical Center,2,0.0550605153157404,0.173692223394721,1305,4802 Tenth Ave,40.639423,-73.99839
591,592,Long Island Jewish Valley Stream,0,0.0575668584096413,0.607781508433136,518,270-05 76 Avenue,40.681789,-73.685814
592,593,Lenox Hill Hospital,3,0.062733641527654,0.686539315490862,1450,100 East 77 Street,40.773907,-73.960632
593,594,St Elizabeth Medical Center,4,0.06487172855571,-0.215513414905877,598,2209 Genesee St,43.083561,-75.267189
594,595,St Johns Episcopal Hospital So Shore,2,0.0700401248524018,0.137926743249622,1635,393 Front St,40.598637,-73.752769
595,596,Orange Regional Medical Center,1,0.0700507757812821,0.116326261920817,699,4 Harriman Drive,41.439953,-74.368744
596,597,Orange Regional Medical Center,4,0.0703162014075406,-0.130894382966482,699,4 Harriman Drive,41.439953,-74.368744
597,598,University Hospital,1,0.0708982225632844,0.175753500401266,245,178-50 Linden Blvd,40.909217,-73.115198
598,599,Lewis County General Hospital,1,0.0719109101919799,-0.426824379316964,383,Court House,43.795677,-75.498146
599,600,St Charles Hospital,4,0.0729347964343818,0.618677001458833,896,1 Huntington Quadrangle,40.947533,-73.060081
600,601,Bellevue Hospital Center,1,0.0768981787272845,-0.260716252604377,1438,125 Worth Street,40.739605,-73.976509
601,602,New York Presbyterian Hospital - Westchester Division,3,0.0774025979577391,0.518153598289706,1047,622 West 168th Street,41.029835,-73.758293
602,603,Lewis County General Hospital,2,0.0858507753907909,-0.448189853782271,383,Court House,43.795677,-75.498146
603,604,Mercy Medical Center,1,0.0861499839000956,0.583725677748103,513,393 Front Street,40.688408,-73.63324
604,605,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,1,0.088677028534287,0.655824446170193,3058,111 East 210th Street,40.849575,-73.845055
605,606,UPSTATE University Hospital at Community General,3,0.0900036781316638,0.0110276005000597,628,178-50 Linden Blvd,43.007816,-76.17025
606,607,Bronx-Lebanon Hospital Center - Concourse Division,4,0.0902149961621375,-0.613361004005344,1178,1276 Fulton Avenue,40.843609,-73.911545
607,608,Delaware Valley Hospital Inc,1,0.0950074331365883,-0.315422254654727,174,1 Titus Place,42.165611,-75.12812
608,609,Flushing Hospital Medical Center,4,0.0959441381208793,-0.189310921582265,1628,45th Avenue And Parsons Boulevard,40.755531,-73.815475
609,610,Peconic Bay Medical Center,3,0.0965778269769067,0.0803990680729111,938,1 Heroes Way,40.9348,-72.6753
610,611,Roswell Park Cancer Institute,1,0.097476829308445,-0.018722702968832,216,Elm & Carlton Streets,42.898525,-78.865013
611,612,"River Hospital, Inc.",2,0.0995506159780464,-0.825310748281713,377,4 Fuller Street,44.337296,-75.919991
612,613,Maimonides Medical Center,1,0.100490102453514,0.141463193297886,1305,4802 Tenth Ave,40.639423,-73.99839
613,614,Mercy Medical Center,2,0.102867942462825,0.579698839663971,513,393 Front Street,40.688408,-73.63324
614,615,HealthAlliance Hospital Mary's Avenue Campus,1,0.10336080399114,0.0168599758545764,989,105 Mary's Avenue,41.922276,-73.999237
615,616,Interfaith Medical Center,2,0.106236005916686,-0.103991126286163,1309,One Brookdale Plaza,40.67794,-73.937515
616,617,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,2,0.108925576797438,0.698326703344184,3058,111 East 210th Street,40.849575,-73.845055
617,618,Montefiore Medical Center - Henry & Lucy Moses Div,1,0.111399450185326,0.533169184701406,1169,111 East 210th Street,40.879951,-73.880562
618,619,University Hospital - Stony Brook Southampton Hospital,1,0.118652901802404,0.122309910087403,889,178-50 Linden Blvd,40.885757,-72.380692
619,620,Montefiore Medical Center-Wakefield Hospital,1,0.120001463534647,0.660011912073962,1168,111 East 210th Street,40.894569,-73.86142
620,621,Montefiore Medical Center-Wakefield Hospital,4,0.121856711745761,0.632450107871013,1168,111 East 210th Street,40.894569,-73.86142
621,622,Mount Sinai St. Luke's,4,0.122969183718937,0.188568918030369,1469,Amsterdam Avenue At 114th Street,40.805912,-73.961639
622,623,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,4,0.124067602901564,0.655766963862247,3058,111 East 210th Street,40.849575,-73.845055
623,624,Phelps Memorial Hospital Assn,3,0.124820809899644,0.152748823596853,1129,701 N Broadway,41.107639,-73.859665
624,625,NYU Winthrop Hospital,3,0.12951117387691,0.738854294017788,511,550 First Avenue,40.741699,-73.643082
625,626,Mercy Medical Center,3,0.131611080661855,0.539903903091306,513,393 Front Street,40.688408,-73.63324
626,627,Lenox Hill Hospital,4,0.132125120607067,0.563776794290898,1450,100 East 77 Street,40.773907,-73.960632
627,628,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,3,0.132448546028347,0.725012216092434,3058,111 East 210th Street,40.849575,-73.845055
628,629,Lincoln Medical & Mental Health Center,1,0.135079027667379,-0.216619925404061,1172,125 Worth Street,40.817661,-73.92421
629,630,SJRH - Dobbs Ferry Pavillion,3,0.135139296660615,-0.0886982274896982,1124,967 North Broadway,41.014721,-73.862259
630,631,Carthage Area Hospital Inc,1,0.135619947303493,-0.263496198990351,379,West Street Rd,43.986073,-75.595421
631,632,Flushing Hospital Medical Center,3,0.136854243512783,-0.160047566707134,1628,45th Avenue And Parsons Boulevard,40.755531,-73.815475
632,633,Orange Regional Medical Center,3,0.140182183368839,0.0236121460443689,699,4 Harriman Drive,41.439953,-74.368744
633,634,Orange Regional Medical Center,2,0.141095257597878,0.123367386253123,699,4 Harriman Drive,41.439953,-74.368744
634,635,Sunnyview Hospital and Rehabilitation Center,3,0.145122783412011,-0.160628984658145,831,1270 Belmont Avenue,42.82206,-73.913651
635,636,Winifred Masterson Burke Rehabilitation Hospital,4,0.15088257049471,-0.0904164388365891,1046,785 Mamaroneck Avenue,41.015186,-73.75573
636,637,Northern Westchester Hospital,3,0.155681877388964,-0.222288132126073,1117,400 East Main St,41.196774,-73.72451
637,638,SJRH - Dobbs Ferry Pavillion,1,0.156650357705656,-0.0151280524235848,1124,967 North Broadway,41.014721,-73.862259
638,639,Mercy Medical Center,4,0.159981595773028,0.470520642600019,513,393 Front Street,40.688408,-73.63324
639,640,Good Samaritan Hospital of Suffern,2,0.162577018099903,0.756208912718654,779,Route 59,41.112255,-74.133003
640,641,Bronx-Lebanon Hospital Center - Fulton Division,3,0.163466152851742,-0.533083289978999,1164,1276 Fulton Avenue,40.831772,-73.903656
641,642,University Hospital,3,0.16421100750854,0.283515139039194,245,178-50 Linden Blvd,40.909217,-73.115198
642,643,New York-Presbyterian/Lower Manhattan Hospital,1,0.166865815089375,0.425057213517667,1437,622 West 168th Street,40.710426,-74.005486
643,644,University Hospital SUNY Health Science Center,2,0.167110379543209,0.116455626469523,635,178-50 Linden Blvd,43.042622,-76.138809
644,645,University Hospital,2,0.167840557020789,0.276212712839306,245,178-50 Linden Blvd,40.909217,-73.115198
645,646,SJRH - Dobbs Ferry Pavillion,2,0.171038458324225,-0.0429034005346998,1124,967 North Broadway,41.014721,-73.862259
646,647,SJRH - Dobbs Ferry Pavillion,4,0.173942676247203,-0.127554464057656,1124,967 North Broadway,41.014721,-73.862259
647,648,Nassau University Medical Center,1,0.178573457648692,-0.0676243242804949,528,240 Old Country Road,40.725353,-73.554321
648,649,NYU Winthrop Hospital,4,0.179995837277026,0.787251322270515,511,550 First Avenue,40.741699,-73.643082
649,650,Mount Sinai West,3,0.183540433228526,0.256356187766465,1466,Amsterdam Avenue At 114th Street,40.770092,-73.987785
650,651,Lincoln Medical & Mental Health Center,3,0.186428757168113,-0.184506124156009,1172,125 Worth Street,40.817661,-73.92421
651,652,St. Mary's Healthcare - Amsterdam Memorial Campus,1,0.187236844974221,-0.261013495638302,482,427 Guy Park Ave,42.961201,-74.186272
652,653,Montefiore Medical Center - Henry & Lucy Moses Div,2,0.190685333739763,0.665286454347851,1169,111 East 210th Street,40.879951,-73.880562
653,654,University Hospital,4,0.191557475871441,0.307562243420111,245,178-50 Linden Blvd,40.909217,-73.115198
654,655,Interfaith Medical Center,3,0.192352252151905,-0.0491865838675666,1309,One Brookdale Plaza,40.67794,-73.937515
655,656,Long Island Jewish Forest Hills,1,0.192481612573312,0.418257716405948,1638,270-05 76 Avenue,40.728745,-73.851036
656,657,Lincoln Medical & Mental Health Center,2,0.193798898842094,-0.176706951027706,1172,125 Worth Street,40.817661,-73.92421
657,658,Good Samaritan Hospital of Suffern,1,0.197604807180792,0.840322396436342,779,Route 59,41.112255,-74.133003
658,659,University Hospital SUNY Health Science Center,3,0.201037527189316,0.111779634382386,635,178-50 Linden Blvd,43.042622,-76.138809
659,660,Peconic Bay Medical Center,2,0.210886029833813,0.186487650634284,938,1 Heroes Way,40.9348,-72.6753
660,661,Montefiore Medical Center-Wakefield Hospital,2,0.211377231821742,0.775578284569932,1168,111 East 210th Street,40.894569,-73.86142
661,662,Mount Sinai St. Luke's,3,0.212246003443405,0.306380817486432,1469,Amsterdam Avenue At 114th Street,40.805912,-73.961639
662,663,Interfaith Medical Center,4,0.218312799831079,-0.0431072441517976,1309,One Brookdale Plaza,40.67794,-73.937515
663,664,Nassau University Medical Center,4,0.221665547066775,-0.0291578721217118,528,240 Old Country Road,40.725353,-73.554321
664,665,Montefiore Medical Center - Henry & Lucy Moses Div,3,0.225866464331843,0.740721437649347,1169,111 East 210th Street,40.879951,-73.880562
665,666,HealthAlliance Hospital Mary's Avenue Campus,4,0.232093956409736,-0.124966402078256,989,105 Mary's Avenue,41.922276,-73.999237
666,667,St Joseph's MC-St Vincents Westchester Division,1,0.232286069973486,-0.237701961366438,1133,127 S Broadway,40.989265,-73.710457
667,668,St. Mary's Healthcare - Amsterdam Memorial Campus,2,0.235626501592646,-0.212579973622076,482,427 Guy Park Ave,42.961201,-74.186272
668,669,Long Island Jewish Forest Hills,4,0.239382388566321,0.374911585513657,1638,270-05 76 Avenue,40.728745,-73.851036
669,670,Mount Sinai Hospital,4,0.242727853111455,0.18166315984397,1456,One Gustave L Levy Place,40.790482,-73.953766
670,671,Metropolitan Hospital Center,1,0.244154609252696,-0.224953374342015,1454,125 Worth Street,40.784775,-73.94368
671,672,Brooklyn Hospital Center - Downtown Campus,4,0.245135213923489,0.231274885344102,1288,121 Dekalb Ave,40.689842,-73.977455
672,673,HealthAlliance Hospital Mary's Avenue Campus,2,0.24607042348178,0.133500157266877,989,105 Mary's Avenue,41.922276,-73.999237
673,674,Peconic Bay Medical Center,1,0.250468332559923,0.24004949098919,938,1 Heroes Way,40.9348,-72.6753
674,675,Crouse Hospital - Commonwealth Division,2,0.250706196367594,-0.32131714693339,9059,736 Irving Avenue,43.099155,-76.098633
675,676,Phelps Memorial Hospital Assn,2,0.251615142415293,0.296897242885755,1129,701 N Broadway,41.107639,-73.859665
